NAME,DATE,PRCP,SNOW,TMAX,TMIN
"SAN FRANCISCO DOWNTOWN, CA US",12/5/05,0,,61,46
"SAN FRANCISCO DOWNTOWN, CA US",12/6/05,0,,63,44
"SAN FRANCISCO DOWNTOWN, CA US",12/7/05,0.03,,65,47
"SAN FRANCISCO DOWNTOWN, CA US",12/8/05,0,,60,50
"SAN FRANCISCO DOWNTOWN, CA US",12/9/05,0,,68,50
"SAN FRANCISCO DOWNTOWN, CA US",12/10/05,0,,65,49
"SAN FRANCISCO DOWNTOWN, CA US",12/11/05,0,,64,49
"SAN FRANCISCO DOWNTOWN, CA US",12/12/05,0,,56,50
"SAN FRANCISCO DOWNTOWN, CA US",12/13/05,0,,55,48
"SAN FRANCISCO DOWNTOWN, CA US",12/14/05,0,,59,46
"SAN FRANCISCO DOWNTOWN, CA US",12/15/05,0,,61,46
"SAN FRANCISCO DOWNTOWN, CA US",12/16/05,0,,50,42
"SAN FRANCISCO DOWNTOWN, CA US",12/17/05,1.14,,50,42
"SAN FRANCISCO DOWNTOWN, CA US",12/18/05,2.15,,64,49
"SAN FRANCISCO DOWNTOWN, CA US",12/19/05,0.2,,65,55
"SAN FRANCISCO DOWNTOWN, CA US",12/20/05,0.17,,65,52
"SAN FRANCISCO DOWNTOWN, CA US",12/21/05,0.71,,67,55
"SAN FRANCISCO DOWNTOWN, CA US",12/22/05,1.01,,65,57
"SAN FRANCISCO DOWNTOWN, CA US",12/23/05,0,,67,55
"SAN FRANCISCO DOWNTOWN, CA US",12/24/05,0,,67,56
"SAN FRANCISCO DOWNTOWN, CA US",12/25/05,0.51,,64,55
"SAN FRANCISCO DOWNTOWN, CA US",12/26/05,0.34,,63,51
"SAN FRANCISCO DOWNTOWN, CA US",12/27/05,0.09,,63,52
"SAN FRANCISCO DOWNTOWN, CA US",12/28/05,0.68,,64,48
"SAN FRANCISCO DOWNTOWN, CA US",12/29/05,0.02,,56,42
"SAN FRANCISCO DOWNTOWN, CA US",12/30/05,0.82,,63,51
"SAN FRANCISCO DOWNTOWN, CA US",12/31/05,2.12,,63,51
"SAN FRANCISCO DOWNTOWN, CA US",1/1/06,0.13,,58,48
"SAN FRANCISCO DOWNTOWN, CA US",1/2/06,0.77,,53,49
"SAN FRANCISCO DOWNTOWN, CA US",1/3/06,0.2,,54,47
"SAN FRANCISCO DOWNTOWN, CA US",1/4/06,0.02,,62,50
"SAN FRANCISCO DOWNTOWN, CA US",1/5/06,0,,60,49
"SAN FRANCISCO DOWNTOWN, CA US",1/6/06,0.01,,60,50
"SAN FRANCISCO DOWNTOWN, CA US",1/7/06,0.15,,57,51
"SAN FRANCISCO DOWNTOWN, CA US",1/8/06,0,,56,45
"SAN FRANCISCO DOWNTOWN, CA US",1/9/06,0,,57,45
"SAN FRANCISCO DOWNTOWN, CA US",1/10/06,0,,55,46
"SAN FRANCISCO DOWNTOWN, CA US",1/11/06,0.15,,59,49
"SAN FRANCISCO DOWNTOWN, CA US",1/12/06,0,,59,47
"SAN FRANCISCO DOWNTOWN, CA US",1/13/06,0.05,,63,47
"SAN FRANCISCO DOWNTOWN, CA US",1/14/06,0.43,,53,48
"SAN FRANCISCO DOWNTOWN, CA US",1/15/06,0,,56,45
"SAN FRANCISCO DOWNTOWN, CA US",1/16/06,0,,57,46
"SAN FRANCISCO DOWNTOWN, CA US",1/17/06,0.35,,59,47
"SAN FRANCISCO DOWNTOWN, CA US",1/18/06,0.14,,56,48
"SAN FRANCISCO DOWNTOWN, CA US",1/19/06,0.01,,57,45
"SAN FRANCISCO DOWNTOWN, CA US",1/20/06,0,,57,43
"SAN FRANCISCO DOWNTOWN, CA US",1/21/06,0.24,,56,46
"SAN FRANCISCO DOWNTOWN, CA US",1/22/06,0,,63,46
"SAN FRANCISCO DOWNTOWN, CA US",1/23/06,0,,68,47
"SAN FRANCISCO DOWNTOWN, CA US",1/24/06,0,,67,48
"SAN FRANCISCO DOWNTOWN, CA US",1/25/06,0.04,,58,48
"SAN FRANCISCO DOWNTOWN, CA US",1/26/06,0,,56,47
"SAN FRANCISCO DOWNTOWN, CA US",1/27/06,0.09,,56,46
"SAN FRANCISCO DOWNTOWN, CA US",1/28/06,0.51,,57,48
"SAN FRANCISCO DOWNTOWN, CA US",1/29/06,0,,58,48
"SAN FRANCISCO DOWNTOWN, CA US",1/30/06,0.23,,56,50
"SAN FRANCISCO DOWNTOWN, CA US",1/31/06,0,,56,44
"SAN FRANCISCO DOWNTOWN, CA US",2/1/06,0.57,,57,50
"SAN FRANCISCO DOWNTOWN, CA US",2/2/06,0.18,,61,53
"SAN FRANCISCO DOWNTOWN, CA US",2/3/06,0,,64,51
"SAN FRANCISCO DOWNTOWN, CA US",2/4/06,0.15,,61,50
"SAN FRANCISCO DOWNTOWN, CA US",2/5/06,0,,65,49
"SAN FRANCISCO DOWNTOWN, CA US",2/6/06,0,,65,50
"SAN FRANCISCO DOWNTOWN, CA US",2/7/06,0,,73,50
"SAN FRANCISCO DOWNTOWN, CA US",2/8/06,0,,74,50
"SAN FRANCISCO DOWNTOWN, CA US",2/9/06,0,,73,53
"SAN FRANCISCO DOWNTOWN, CA US",2/10/06,0,,71,50
"SAN FRANCISCO DOWNTOWN, CA US",2/11/06,0,,66,49
"SAN FRANCISCO DOWNTOWN, CA US",2/12/06,0,,73,50
"SAN FRANCISCO DOWNTOWN, CA US",2/13/06,0,,73,51
"SAN FRANCISCO DOWNTOWN, CA US",2/14/06,0,,68,46
"SAN FRANCISCO DOWNTOWN, CA US",2/15/06,0,,55,43
"SAN FRANCISCO DOWNTOWN, CA US",2/16/06,0,,53,38
"SAN FRANCISCO DOWNTOWN, CA US",2/17/06,0.08,,48,41
"SAN FRANCISCO DOWNTOWN, CA US",2/18/06,0.09,,48,39
"SAN FRANCISCO DOWNTOWN, CA US",2/19/06,0.01,,53,41
"SAN FRANCISCO DOWNTOWN, CA US",2/20/06,0,,55,40
"SAN FRANCISCO DOWNTOWN, CA US",2/21/06,0,,60,41
"SAN FRANCISCO DOWNTOWN, CA US",2/22/06,0,,64,43
"SAN FRANCISCO DOWNTOWN, CA US",2/23/06,0,,68,46
"SAN FRANCISCO DOWNTOWN, CA US",2/24/06,0,,69,47
"SAN FRANCISCO DOWNTOWN, CA US",2/25/06,0,,55,45
"SAN FRANCISCO DOWNTOWN, CA US",2/26/06,0.39,,57,48
"SAN FRANCISCO DOWNTOWN, CA US",2/27/06,1.22,,61,51
"SAN FRANCISCO DOWNTOWN, CA US",2/28/06,0.12,,58,50
"SAN FRANCISCO DOWNTOWN, CA US",3/1/06,0.23,,60,45
"SAN FRANCISCO DOWNTOWN, CA US",3/2/06,0.25,,56,45
"SAN FRANCISCO DOWNTOWN, CA US",3/3/06,0.75,,54,43
"SAN FRANCISCO DOWNTOWN, CA US",3/4/06,0.02,,57,43
"SAN FRANCISCO DOWNTOWN, CA US",3/5/06,1.09,,57,51
"SAN FRANCISCO DOWNTOWN, CA US",3/6/06,0.7,,59,46
"SAN FRANCISCO DOWNTOWN, CA US",3/7/06,0.1,,56,47
"SAN FRANCISCO DOWNTOWN, CA US",3/8/06,0,,56,44
"SAN FRANCISCO DOWNTOWN, CA US",3/9/06,0.13,,53,43
"SAN FRANCISCO DOWNTOWN, CA US",3/10/06,0.06,,49,40
"SAN FRANCISCO DOWNTOWN, CA US",3/11/06,0.1,,50,39
"SAN FRANCISCO DOWNTOWN, CA US",3/12/06,0.22,,48,42
"SAN FRANCISCO DOWNTOWN, CA US",3/13/06,0.05,,57,40
"SAN FRANCISCO DOWNTOWN, CA US",3/14/06,0.9,,56,45
"SAN FRANCISCO DOWNTOWN, CA US",3/15/06,0.01,,56,45
"SAN FRANCISCO DOWNTOWN, CA US",3/16/06,0.73,,58,49
"SAN FRANCISCO DOWNTOWN, CA US",3/17/06,0.09,,56,47
"SAN FRANCISCO DOWNTOWN, CA US",3/18/06,0,,58,44
"SAN FRANCISCO DOWNTOWN, CA US",3/19/06,0,,59,46
"SAN FRANCISCO DOWNTOWN, CA US",3/20/06,0.54,,52,44
"SAN FRANCISCO DOWNTOWN, CA US",3/21/06,0.05,,55,43
"SAN FRANCISCO DOWNTOWN, CA US",3/22/06,0,,59,47
"SAN FRANCISCO DOWNTOWN, CA US",3/23/06,0,,62,47
"SAN FRANCISCO DOWNTOWN, CA US",3/24/06,0.66,,61,53
"SAN FRANCISCO DOWNTOWN, CA US",3/25/06,0.78,,59,48
"SAN FRANCISCO DOWNTOWN, CA US",3/26/06,0,,61,46
"SAN FRANCISCO DOWNTOWN, CA US",3/27/06,0.22,,62,47
"SAN FRANCISCO DOWNTOWN, CA US",3/28/06,0.24,,52,48
"SAN FRANCISCO DOWNTOWN, CA US",3/29/06,0.42,,54,46
"SAN FRANCISCO DOWNTOWN, CA US",3/30/06,0.05,,56,49
"SAN FRANCISCO DOWNTOWN, CA US",3/31/06,0.35,,57,48
"SAN FRANCISCO DOWNTOWN, CA US",4/1/06,0.21,,58,48
"SAN FRANCISCO DOWNTOWN, CA US",4/2/06,0.75,,57,50
"SAN FRANCISCO DOWNTOWN, CA US",4/3/06,0.18,,57,48
"SAN FRANCISCO DOWNTOWN, CA US",4/4/06,0.71,,57,47
"SAN FRANCISCO DOWNTOWN, CA US",4/5/06,0.12,,57,45
"SAN FRANCISCO DOWNTOWN, CA US",4/6/06,0,,58,46
"SAN FRANCISCO DOWNTOWN, CA US",4/7/06,0.59,,59,48
"SAN FRANCISCO DOWNTOWN, CA US",4/8/06,0.13,,61,48
"SAN FRANCISCO DOWNTOWN, CA US",4/9/06,0.02,,59,51
"SAN FRANCISCO DOWNTOWN, CA US",4/10/06,0.01,,59,51
"SAN FRANCISCO DOWNTOWN, CA US",4/11/06,0.89,,57,50
"SAN FRANCISCO DOWNTOWN, CA US",4/12/06,0.5,,57,53
"SAN FRANCISCO DOWNTOWN, CA US",4/13/06,0.02,,72,53
"SAN FRANCISCO DOWNTOWN, CA US",4/14/06,0,,60,52
"SAN FRANCISCO DOWNTOWN, CA US",4/15/06,0.12,,57,52
"SAN FRANCISCO DOWNTOWN, CA US",4/16/06,0.66,,58,48
"SAN FRANCISCO DOWNTOWN, CA US",4/17/06,0.11,,58,43
"SAN FRANCISCO DOWNTOWN, CA US",4/18/06,0,,66,46
"SAN FRANCISCO DOWNTOWN, CA US",4/19/06,0,,66,48
"SAN FRANCISCO DOWNTOWN, CA US",4/20/06,0,,65,48
"SAN FRANCISCO DOWNTOWN, CA US",4/21/06,0,,63,49
"SAN FRANCISCO DOWNTOWN, CA US",4/22/06,0,,62,51
"SAN FRANCISCO DOWNTOWN, CA US",4/23/06,0,,60,52
"SAN FRANCISCO DOWNTOWN, CA US",4/24/06,0,,56,50
"SAN FRANCISCO DOWNTOWN, CA US",4/25/06,0,,57,50
"SAN FRANCISCO DOWNTOWN, CA US",4/26/06,0,,60,51
"SAN FRANCISCO DOWNTOWN, CA US",4/27/06,0,,67,51
"SAN FRANCISCO DOWNTOWN, CA US",4/28/06,0,,62,51
"SAN FRANCISCO DOWNTOWN, CA US",4/29/06,0,,57,50
"SAN FRANCISCO DOWNTOWN, CA US",4/30/06,0,,69,51
"SAN FRANCISCO DOWNTOWN, CA US",5/1/06,0,,68,49
"SAN FRANCISCO DOWNTOWN, CA US",5/2/06,0,,66,48
"SAN FRANCISCO DOWNTOWN, CA US",5/3/06,0,,57,50
"SAN FRANCISCO DOWNTOWN, CA US",5/4/06,0,,61,50
"SAN FRANCISCO DOWNTOWN, CA US",5/5/06,0,,56,50
"SAN FRANCISCO DOWNTOWN, CA US",5/6/06,0,,57,50
"SAN FRANCISCO DOWNTOWN, CA US",5/7/06,0,,63,50
"SAN FRANCISCO DOWNTOWN, CA US",5/8/06,0,,64,52
"SAN FRANCISCO DOWNTOWN, CA US",5/9/06,0,,65,49
"SAN FRANCISCO DOWNTOWN, CA US",5/10/06,0,,75,50
"SAN FRANCISCO DOWNTOWN, CA US",5/11/06,0,,65,50
"SAN FRANCISCO DOWNTOWN, CA US",5/12/06,0,,65,50
"SAN FRANCISCO DOWNTOWN, CA US",5/13/06,0,,60,49
"SAN FRANCISCO DOWNTOWN, CA US",5/14/06,0,,86,50
"SAN FRANCISCO DOWNTOWN, CA US",5/15/06,0,,69,54
"SAN FRANCISCO DOWNTOWN, CA US",5/16/06,0,,62,51
"SAN FRANCISCO DOWNTOWN, CA US",5/17/06,0,,58,49
"SAN FRANCISCO DOWNTOWN, CA US",5/18/06,0,,59,49
"SAN FRANCISCO DOWNTOWN, CA US",5/19/06,0.14,,57,50
"SAN FRANCISCO DOWNTOWN, CA US",5/20/06,0,,67,52
"SAN FRANCISCO DOWNTOWN, CA US",5/21/06,0.26,,67,54
"SAN FRANCISCO DOWNTOWN, CA US",5/22/06,0,,67,52
"SAN FRANCISCO DOWNTOWN, CA US",5/23/06,0,,69,58
"SAN FRANCISCO DOWNTOWN, CA US",5/24/06,0.01,,67,54
"SAN FRANCISCO DOWNTOWN, CA US",5/25/06,0,,62,53
"SAN FRANCISCO DOWNTOWN, CA US",5/26/06,0,,61,51
"SAN FRANCISCO DOWNTOWN, CA US",5/27/06,0,,61,50
"SAN FRANCISCO DOWNTOWN, CA US",5/28/06,0,,64,50
"SAN FRANCISCO DOWNTOWN, CA US",5/29/06,0,,62,49
"SAN FRANCISCO DOWNTOWN, CA US",5/30/06,0,,62,50
"SAN FRANCISCO DOWNTOWN, CA US",5/31/06,0,,60,51
"SAN FRANCISCO DOWNTOWN, CA US",6/1/06,0,,68,52
"SAN FRANCISCO DOWNTOWN, CA US",6/2/06,0,,76,55
"SAN FRANCISCO DOWNTOWN, CA US",6/3/06,0,,72,54
"SAN FRANCISCO DOWNTOWN, CA US",6/4/06,0,,66,54
"SAN FRANCISCO DOWNTOWN, CA US",6/5/06,0,,61,53
"SAN FRANCISCO DOWNTOWN, CA US",6/6/06,0,,65,53
"SAN FRANCISCO DOWNTOWN, CA US",6/7/06,0,,63,52
"SAN FRANCISCO DOWNTOWN, CA US",6/8/06,0,,61,52
"SAN FRANCISCO DOWNTOWN, CA US",6/9/06,0,,61,50
"SAN FRANCISCO DOWNTOWN, CA US",6/10/06,0,,58,51
"SAN FRANCISCO DOWNTOWN, CA US",6/11/06,0,,61,53
"SAN FRANCISCO DOWNTOWN, CA US",6/12/06,0,,65,55
"SAN FRANCISCO DOWNTOWN, CA US",6/13/06,0,,64,55
"SAN FRANCISCO DOWNTOWN, CA US",6/14/06,0,,64,53
"SAN FRANCISCO DOWNTOWN, CA US",6/15/06,0,,68,53
"SAN FRANCISCO DOWNTOWN, CA US",6/16/06,0,,80,60
"SAN FRANCISCO DOWNTOWN, CA US",6/17/06,0,,74,55
"SAN FRANCISCO DOWNTOWN, CA US",6/18/06,0,,63,52
"SAN FRANCISCO DOWNTOWN, CA US",6/19/06,0,,64,50
"SAN FRANCISCO DOWNTOWN, CA US",6/20/06,0,,70,52
"SAN FRANCISCO DOWNTOWN, CA US",6/21/06,0,,84,54
"SAN FRANCISCO DOWNTOWN, CA US",6/22/06,0,,83,53
"SAN FRANCISCO DOWNTOWN, CA US",6/23/06,0,,60,51
"SAN FRANCISCO DOWNTOWN, CA US",6/24/06,0,,64,53
"SAN FRANCISCO DOWNTOWN, CA US",6/25/06,0,,66,55
"SAN FRANCISCO DOWNTOWN, CA US",6/26/06,0,,68,54
"SAN FRANCISCO DOWNTOWN, CA US",6/27/06,0,,63,55
"SAN FRANCISCO DOWNTOWN, CA US",6/28/06,0,,64,57
"SAN FRANCISCO DOWNTOWN, CA US",6/29/06,0,,66,56
"SAN FRANCISCO DOWNTOWN, CA US",6/30/06,0,,64,54
"SAN FRANCISCO DOWNTOWN, CA US",7/1/06,0,,61,52
"SAN FRANCISCO DOWNTOWN, CA US",7/2/06,0,,61,51
"SAN FRANCISCO DOWNTOWN, CA US",7/3/06,0,,60,51
"SAN FRANCISCO DOWNTOWN, CA US",7/4/06,0,,61,52
"SAN FRANCISCO DOWNTOWN, CA US",7/5/06,0,,62,52
"SAN FRANCISCO DOWNTOWN, CA US",7/6/06,0,,63,51
"SAN FRANCISCO DOWNTOWN, CA US",7/7/06,0,,73,50
"SAN FRANCISCO DOWNTOWN, CA US",7/8/06,0,,73,53
"SAN FRANCISCO DOWNTOWN, CA US",7/9/06,0,,67,53
"SAN FRANCISCO DOWNTOWN, CA US",7/10/06,0,,61,52
"SAN FRANCISCO DOWNTOWN, CA US",7/11/06,0,,62,51
"SAN FRANCISCO DOWNTOWN, CA US",7/12/06,0,,66,54
"SAN FRANCISCO DOWNTOWN, CA US",7/13/06,0,,71,53
"SAN FRANCISCO DOWNTOWN, CA US",7/14/06,0,,64,53
"SAN FRANCISCO DOWNTOWN, CA US",7/15/06,0,,64,53
"SAN FRANCISCO DOWNTOWN, CA US",7/16/06,0,,70,52
"SAN FRANCISCO DOWNTOWN, CA US",7/17/06,0,,80,53
"SAN FRANCISCO DOWNTOWN, CA US",7/18/06,0,,77,56
"SAN FRANCISCO DOWNTOWN, CA US",7/19/06,0,,78,60
"SAN FRANCISCO DOWNTOWN, CA US",7/20/06,0,,73,57
"SAN FRANCISCO DOWNTOWN, CA US",7/21/06,0,,75,59
"SAN FRANCISCO DOWNTOWN, CA US",7/22/06,0,,87,62
"SAN FRANCISCO DOWNTOWN, CA US",7/23/06,0,,83,61
"SAN FRANCISCO DOWNTOWN, CA US",7/24/06,0,,77,58
"SAN FRANCISCO DOWNTOWN, CA US",7/25/06,0,,75,58
"SAN FRANCISCO DOWNTOWN, CA US",7/26/06,0,,65,56
"SAN FRANCISCO DOWNTOWN, CA US",7/27/06,0,,64,55
"SAN FRANCISCO DOWNTOWN, CA US",7/28/06,0,,64,55
"SAN FRANCISCO DOWNTOWN, CA US",7/29/06,0,,64,57
"SAN FRANCISCO DOWNTOWN, CA US",7/30/06,0,,68,57
"SAN FRANCISCO DOWNTOWN, CA US",7/31/06,0,,64,57
"SAN FRANCISCO DOWNTOWN, CA US",8/1/06,0,0,67,53
"SAN FRANCISCO DOWNTOWN, CA US",8/2/06,0,0,65,55
"SAN FRANCISCO DOWNTOWN, CA US",8/3/06,0,0,68,53
"SAN FRANCISCO DOWNTOWN, CA US",8/4/06,0,0,67,53
"SAN FRANCISCO DOWNTOWN, CA US",8/5/06,0,0,69,57
"SAN FRANCISCO DOWNTOWN, CA US",8/6/06,0,0,67,57
"SAN FRANCISCO DOWNTOWN, CA US",8/7/06,0,0,67,57
"SAN FRANCISCO DOWNTOWN, CA US",8/8/06,0,0,66,57
"SAN FRANCISCO DOWNTOWN, CA US",8/9/06,0,0,65,59
"SAN FRANCISCO DOWNTOWN, CA US",8/10/06,0,0,67,56
"SAN FRANCISCO DOWNTOWN, CA US",8/11/06,0,0,63,56
"SAN FRANCISCO DOWNTOWN, CA US",8/12/06,0,0,67,55
"SAN FRANCISCO DOWNTOWN, CA US",8/13/06,0,0,64,55
"SAN FRANCISCO DOWNTOWN, CA US",8/14/06,0,0,66,57
"SAN FRANCISCO DOWNTOWN, CA US",8/15/06,0,0,61,53
"SAN FRANCISCO DOWNTOWN, CA US",8/16/06,0,0,63,54
"SAN FRANCISCO DOWNTOWN, CA US",8/17/06,0,0,66,53
"SAN FRANCISCO DOWNTOWN, CA US",8/18/06,0,0,64,53
"SAN FRANCISCO DOWNTOWN, CA US",8/19/06,0,0,59,52
"SAN FRANCISCO DOWNTOWN, CA US",8/20/06,0,0,61,53
"SAN FRANCISCO DOWNTOWN, CA US",8/21/06,0,0,62,53
"SAN FRANCISCO DOWNTOWN, CA US",8/22/06,0,0,64,54
"SAN FRANCISCO DOWNTOWN, CA US",8/23/06,0,0,65,53
"SAN FRANCISCO DOWNTOWN, CA US",8/24/06,0,0,61,54
"SAN FRANCISCO DOWNTOWN, CA US",8/25/06,0,0,65,54
"SAN FRANCISCO DOWNTOWN, CA US",8/26/06,0,0,62,55
"SAN FRANCISCO DOWNTOWN, CA US",8/27/06,0,0,62,53
"SAN FRANCISCO DOWNTOWN, CA US",8/28/06,0,0,61,52
"SAN FRANCISCO DOWNTOWN, CA US",8/29/06,0,0,60,53
"SAN FRANCISCO DOWNTOWN, CA US",8/30/06,0,0,71,54
"SAN FRANCISCO DOWNTOWN, CA US",8/31/06,0,0,67,55
"SAN FRANCISCO DOWNTOWN, CA US",9/1/06,0,,64,54
"SAN FRANCISCO DOWNTOWN, CA US",9/2/06,0,,61,53
"SAN FRANCISCO DOWNTOWN, CA US",9/3/06,0,,60,52
"SAN FRANCISCO DOWNTOWN, CA US",9/4/06,0,,61,53
"SAN FRANCISCO DOWNTOWN, CA US",9/5/06,0,,64,52
"SAN FRANCISCO DOWNTOWN, CA US",9/6/06,0,,61,51
"SAN FRANCISCO DOWNTOWN, CA US",9/7/06,0,,63,52
"SAN FRANCISCO DOWNTOWN, CA US",9/8/06,0,,59,53
"SAN FRANCISCO DOWNTOWN, CA US",9/9/06,0,,60,53
"SAN FRANCISCO DOWNTOWN, CA US",9/10/06,0,,63,52
"SAN FRANCISCO DOWNTOWN, CA US",9/11/06,0,,78,51
"SAN FRANCISCO DOWNTOWN, CA US",9/12/06,0,,80,53
"SAN FRANCISCO DOWNTOWN, CA US",9/13/06,0,,62,53
"SAN FRANCISCO DOWNTOWN, CA US",9/14/06,0,,60,54
"SAN FRANCISCO DOWNTOWN, CA US",9/15/06,0,,62,53
"SAN FRANCISCO DOWNTOWN, CA US",9/16/06,0,,70,51
"SAN FRANCISCO DOWNTOWN, CA US",9/17/06,0,,81,55
"SAN FRANCISCO DOWNTOWN, CA US",9/18/06,0,,73,55
"SAN FRANCISCO DOWNTOWN, CA US",9/19/06,0,,66,54
"SAN FRANCISCO DOWNTOWN, CA US",9/20/06,0,,76,53
"SAN FRANCISCO DOWNTOWN, CA US",9/21/06,0,,70,55
"SAN FRANCISCO DOWNTOWN, CA US",9/22/06,0,,78,49
"SAN FRANCISCO DOWNTOWN, CA US",9/23/06,0,,68,52
"SAN FRANCISCO DOWNTOWN, CA US",9/24/06,0,,70,52
"SAN FRANCISCO DOWNTOWN, CA US",9/25/06,0,,86,50
"SAN FRANCISCO DOWNTOWN, CA US",9/26/06,0,,62,53
"SAN FRANCISCO DOWNTOWN, CA US",9/27/06,0,,62,54
"SAN FRANCISCO DOWNTOWN, CA US",9/28/06,0,,57,51
"SAN FRANCISCO DOWNTOWN, CA US",9/29/06,0,,57,51
"SAN FRANCISCO DOWNTOWN, CA US",9/30/06,0,,62,54
"SAN FRANCISCO DOWNTOWN, CA US",10/1/06,0,,62,55
"SAN FRANCISCO DOWNTOWN, CA US",10/2/06,0,,64,54
"SAN FRANCISCO DOWNTOWN, CA US",10/3/06,0,,64,53
"SAN FRANCISCO DOWNTOWN, CA US",10/4/06,0.24,,63,54
"SAN FRANCISCO DOWNTOWN, CA US",10/5/06,0.37,,62,53
"SAN FRANCISCO DOWNTOWN, CA US",10/6/06,0,,58,52
"SAN FRANCISCO DOWNTOWN, CA US",10/7/06,0,,67,53
"SAN FRANCISCO DOWNTOWN, CA US",10/8/06,0,,78,51
"SAN FRANCISCO DOWNTOWN, CA US",10/9/06,0,,74,53
"SAN FRANCISCO DOWNTOWN, CA US",10/10/06,0,,67,54
"SAN FRANCISCO DOWNTOWN, CA US",10/11/06,0,,68,54
"SAN FRANCISCO DOWNTOWN, CA US",10/12/06,0,,61,51
"SAN FRANCISCO DOWNTOWN, CA US",10/13/06,0,,61,54
"SAN FRANCISCO DOWNTOWN, CA US",10/14/06,0,,60,54
"SAN FRANCISCO DOWNTOWN, CA US",10/15/06,0,,58,53
"SAN FRANCISCO DOWNTOWN, CA US",10/16/06,0.02,,63,54
"SAN FRANCISCO DOWNTOWN, CA US",10/17/06,0,,68,52
"SAN FRANCISCO DOWNTOWN, CA US",10/18/06,0,,76,54
"SAN FRANCISCO DOWNTOWN, CA US",10/19/06,0,,77,54
"SAN FRANCISCO DOWNTOWN, CA US",10/20/06,0,,80,57
"SAN FRANCISCO DOWNTOWN, CA US",10/21/06,0,,82,58
"SAN FRANCISCO DOWNTOWN, CA US",10/22/06,0,,75,53
"SAN FRANCISCO DOWNTOWN, CA US",10/23/06,0,,77,50
"SAN FRANCISCO DOWNTOWN, CA US",10/24/06,0,,61,53
"SAN FRANCISCO DOWNTOWN, CA US",10/25/06,0,,75,50
"SAN FRANCISCO DOWNTOWN, CA US",10/26/06,0,,75,57
"SAN FRANCISCO DOWNTOWN, CA US",10/27/06,0,,79,55
"SAN FRANCISCO DOWNTOWN, CA US",10/28/06,0,,79,55
"SAN FRANCISCO DOWNTOWN, CA US",10/29/06,0,,59,51
"SAN FRANCISCO DOWNTOWN, CA US",10/30/06,0,,57,51
"SAN FRANCISCO DOWNTOWN, CA US",10/31/06,0,,60,51
"SAN FRANCISCO DOWNTOWN, CA US",11/1/06,0.05,,65,50
"SAN FRANCISCO DOWNTOWN, CA US",11/2/06,0.64,,64,54
"SAN FRANCISCO DOWNTOWN, CA US",11/3/06,0.01,,64,57
"SAN FRANCISCO DOWNTOWN, CA US",11/4/06,0,,66,55
"SAN FRANCISCO DOWNTOWN, CA US",11/5/06,0,,70,55
"SAN FRANCISCO DOWNTOWN, CA US",11/6/06,0,,73,57
"SAN FRANCISCO DOWNTOWN, CA US",11/7/06,0,,65,56
"SAN FRANCISCO DOWNTOWN, CA US",11/8/06,0.07,,61,55
"SAN FRANCISCO DOWNTOWN, CA US",11/9/06,0,,63,49
"SAN FRANCISCO DOWNTOWN, CA US",11/10/06,0,,63,47
"SAN FRANCISCO DOWNTOWN, CA US",11/11/06,0.46,,58,53
"SAN FRANCISCO DOWNTOWN, CA US",11/12/06,0.01,,60,50
"SAN FRANCISCO DOWNTOWN, CA US",11/13/06,1.27,,61,48
"SAN FRANCISCO DOWNTOWN, CA US",11/14/06,0,,61,52
"SAN FRANCISCO DOWNTOWN, CA US",11/15/06,0,,67,50
"SAN FRANCISCO DOWNTOWN, CA US",11/16/06,0,,63,53
"SAN FRANCISCO DOWNTOWN, CA US",11/17/06,0.02,,63,53
"SAN FRANCISCO DOWNTOWN, CA US",11/18/06,0,,68,52
"SAN FRANCISCO DOWNTOWN, CA US",11/19/06,0,,61,54
"SAN FRANCISCO DOWNTOWN, CA US",11/20/06,0,,63,55
"SAN FRANCISCO DOWNTOWN, CA US",11/21/06,0,,63,54
"SAN FRANCISCO DOWNTOWN, CA US",11/22/06,0.08,,60,52
"SAN FRANCISCO DOWNTOWN, CA US",11/23/06,0,,60,46
"SAN FRANCISCO DOWNTOWN, CA US",11/24/06,0,,59,44
"SAN FRANCISCO DOWNTOWN, CA US",11/25/06,0,,59,46
"SAN FRANCISCO DOWNTOWN, CA US",11/26/06,0.33,,54,46
"SAN FRANCISCO DOWNTOWN, CA US",11/27/06,0.11,,53,47
"SAN FRANCISCO DOWNTOWN, CA US",11/28/06,0,,52,45
"SAN FRANCISCO DOWNTOWN, CA US",11/29/06,0,,56,44
"SAN FRANCISCO DOWNTOWN, CA US",11/30/06,0,,57,44
"SAN FRANCISCO DOWNTOWN, CA US",12/1/06,0,,61,44
"SAN FRANCISCO DOWNTOWN, CA US",12/2/06,0,,65,45
"SAN FRANCISCO DOWNTOWN, CA US",12/3/06,0,,63,47
"SAN FRANCISCO DOWNTOWN, CA US",12/4/06,0,,66,47
"SAN FRANCISCO DOWNTOWN, CA US",12/5/06,0,,65,46
"SAN FRANCISCO DOWNTOWN, CA US",12/6/06,0,,65,48
"SAN FRANCISCO DOWNTOWN, CA US",12/7/06,0,,64,47
"SAN FRANCISCO DOWNTOWN, CA US",12/8/06,0.34,,66,50
"SAN FRANCISCO DOWNTOWN, CA US",12/9/06,0.58,,62,52
"SAN FRANCISCO DOWNTOWN, CA US",12/10/06,0.37,,59,48
